texto,estilo
"Bueno pe, ya veremos qué onda con esa chuchu.",evasivo
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Quedo atento a comentarios adicionales sobre la achachila.,formal
"Genial, otra maravilla cortesía de la jale, pe.",irónico
La información sobre la mishi está en el portal oficial.,neutro
"Bueno pe, ya veremos qué onda con esa chamba.",evasivo
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
"Bueno pe, ya veremos qué onda con esa chuchu.",evasivo
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
La información sobre la chamba está en el portal oficial.,neutro
La información sobre la achachila está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la pachita.,formal
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
La wawa será revisada mañana por el comité.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la pachita.",formal
"¡Qué original tu idea de la wawa, nunca lo había oído!",irónico
Se programó una sesión informativa sobre la jato.,neutro
"No sé si convenga meterse en esa pachita, ya tú sabes.",evasivo
"¡No me rolees con esa chuchu, cómo te atreves!",agresivo
Quedo atento a comentarios adicionales sobre la wawa.,formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Por favor, remítase al informe sobre la jale adjunto.",formal
"Claro, porque la wawa siempre soluciona todo… jajaja.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Deja de joder con tu pata, pe, en serio.",agresivo
La pata será revisada mañana por el comité.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
Quedo atento a comentarios adicionales sobre la pe.,formal
La pe será revisada mañana por el comité.,neutro
Se programó una sesión informativa sobre la chalina.,neutro
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa pachita o verás!,agresivo
La mishi será revisada mañana por el comité.,neutro
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la pe.,neutro
"Deja de joder con tu yapa, pe, en serio.",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Claro, porque la jato siempre soluciona todo… jajaja.",irónico
La información sobre la chamba está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
Se programó una sesión informativa sobre la ñañu.,neutro
Se programó una sesión informativa sobre la ñañu.,neutro
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
Se programó una sesión informativa sobre la chamba.,neutro
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
"¡Excelente, más mishi para alegrar el día… dijo nadie!",irónico
"Deja de joder con tu pachita, pe, en serio.",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la mishi.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"Genial, otra maravilla cortesía de la wawa, pe.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la yapa.",formal
"Bueno pe, ya veremos qué onda con esa apunada.",evasivo
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa apunada o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Deja de joder con tu jale, pe, en serio.",agresivo
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Claro, porque la apunada siempre soluciona todo… jajaja.",irónico
"Por favor, remítase al informe sobre la mishi adjunto.",formal
"Sí, seguro la jale vendrá volando cuando menos lo esperemos.",irónico
¡Que no te vea merodeando con esa achachila o verás!,agresivo
"Bueno pe, ya veremos qué onda con esa achachila.",evasivo
"Sí, seguro la chalina vendrá volando cuando menos lo esperemos.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La chamba será revisada mañana por el comité.,neutro
"No sé si convenga meterse en esa ñañu, ya tú sabes.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
"Por favor, remítase al informe sobre la chamba adjunto.",formal
"Genial, otra maravilla cortesía de la apunada, pe.",irónico
"¡Qué original tu idea de la yapa, nunca lo había oído!",irónico
"Deja de joder con tu pachita, pe, en serio.",agresivo
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu pachita, pe, en serio.",agresivo
Se programó una sesión informativa sobre la pe.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Por favor, remítase al informe sobre la pachita adjunto.",formal
"¡No me rolees con esa jato, cómo te atreves!",agresivo
Se programó una sesión informativa sobre la pe.,neutro
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Se programó una sesión informativa sobre la wawa.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
"Bueno pe, ya veremos qué onda con esa chuchu.",evasivo
"Bueno pe, ya veremos qué onda con esa pe.",evasivo
Quedo atento a comentarios adicionales sobre la chalina.,formal
La chuchu será revisada mañana por el comité.,neutro
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
El horario de atención para la chamba es de 8 a 16 horas.,neutro
La pata será revisada mañana por el comité.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡No me rolees con esa yapa, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Claro, porque la wawa siempre soluciona todo… jajaja.",irónico
El horario de atención para la chamba es de 8 a 16 horas.,neutro
"Sí, seguro la ñañu vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la yapa siempre soluciona todo… jajaja.",irónico
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
"Genial, otra maravilla cortesía de la ñañu, pe.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Qué original tu idea de la pata, nunca lo había oído!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
El horario de atención para la chamba es de 8 a 16 horas.,neutro
"Deja de joder con tu ñañu, pe, en serio.",agresivo
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La jato será revisada mañana por el comité.,neutro
¡Que no te vea merodeando con esa yapa o verás!,agresivo
"¡Excelente, más jato para alegrar el día… dijo nadie!",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Sí, seguro la wawa vendrá volando cuando menos lo esperemos.",irónico
"Deja de joder con tu mishi, pe, en serio.",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
"Bueno pe, ya veremos qué onda con esa pata.",evasivo
"Bueno pe, ya veremos qué onda con esa chamba.",evasivo
El horario de atención para la apunada es de 8 a 16 horas.,neutro
"Claro, porque la ñañu siempre soluciona todo… jajaja.",irónico
"Por favor, remítase al informe sobre la apunada adjunto.",formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"No sé si convenga meterse en esa chuchu, ya tú sabes.",evasivo
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
"Deja de joder con tu apunada, pe, en serio.",agresivo
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
La pata se encuentra disponible en la oficina central.,neutro
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
"Claro, porque la apunada siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa chalina o verás!,agresivo
Quedo atento a comentarios adicionales sobre la wawa.,formal
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más pata para alegrar el día… dijo nadie!",irónico
Quedo atento a comentarios adicionales sobre la chalina.,formal
Solicito confirmación de recepción de la documentación pertinente.,formal
Se programó una sesión informativa sobre la wawa.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Se programó una sesión informativa sobre la chamba.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
¡Que no te vea merodeando con esa ñañu o verás!,agresivo
Se programó una sesión informativa sobre la achachila.,neutro
"¡No me rolees con esa apunada, cómo te atreves!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡No me rolees con esa jale, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"No sé si convenga meterse en esa jale, ya tú sabes.",evasivo
El horario de atención para la achachila es de 8 a 16 horas.,neutro
La información sobre la pachita está en el portal oficial.,neutro
"¡Excelente, más jale para alegrar el día… dijo nadie!",irónico
"Por favor, remítase al informe sobre la jale adjunto.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
Quedo atento a comentarios adicionales sobre la yapa.,formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la wawa.,neutro
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Quedo atento a comentarios adicionales sobre la achachila.,formal
El horario de atención para la chalina es de 8 a 16 horas.,neutro
La información sobre la wawa está en el portal oficial.,neutro
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa jale o verás!,agresivo
Se programó una sesión informativa sobre la mishi.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
¡Que no te vea merodeando con esa chalina o verás!,agresivo
La yapa se encuentra disponible en la oficina central.,neutro
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
¡Que no te vea merodeando con esa jato o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La yapa será revisada mañana por el comité.,neutro
"¡Excelente, más mishi para alegrar el día… dijo nadie!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Quedo atento a comentarios adicionales sobre la ñañu.,formal
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
"¡Qué original tu idea de la achachila, nunca lo había oído!",irónico
La mishi se encuentra disponible en la oficina central.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡No me rolees con esa ñañu, cómo te atreves!",agresivo
"Claro, porque la chamba siempre soluciona todo… jajaja.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la chamba.",formal
"¡Excelente, más chalina para alegrar el día… dijo nadie!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"No sé si convenga meterse en esa chuchu, ya tú sabes.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
"No sé si convenga meterse en esa mishi, ya tú sabes.",evasivo
La chamba se encuentra disponible en la oficina central.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
La información sobre la chalina está en el portal oficial.,neutro
Se programó una sesión informativa sobre la yapa.,neutro
"¡Qué original tu idea de la apunada, nunca lo había oído!",irónico
La pachita se encuentra disponible en la oficina central.,neutro
"No sé si convenga meterse en esa pachita, ya tú sabes.",evasivo
El horario de atención para la achachila es de 8 a 16 horas.,neutro
"Deja de joder con tu mishi, pe, en serio.",agresivo
"Sí, seguro la apunada vendrá volando cuando menos lo esperemos.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La apunada se encuentra disponible en la oficina central.,neutro
"Por favor, remítase al informe sobre la wawa adjunto.",formal
"Claro, porque la pata siempre soluciona todo… jajaja.",irónico
"¡No me rolees con esa achachila, cómo te atreves!",agresivo
"¡No me rolees con esa achachila, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa chamba.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"Bueno pe, ya veremos qué onda con esa chamba.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la yapa.",formal
"Deja de joder con tu ñañu, pe, en serio.",agresivo
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"¡Excelente, más ñañu para alegrar el día… dijo nadie!",irónico
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
"¡Excelente, más jale para alegrar el día… dijo nadie!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Sí, seguro la pachita vendrá volando cuando menos lo esperemos.",irónico
"No sé si convenga meterse en esa apunada, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa pe o verás!,agresivo
"¡Qué original tu idea de la pata, nunca lo había oído!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Claro, porque la mishi siempre soluciona todo… jajaja.",irónico
"Por favor, remítase al informe sobre la apunada adjunto.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¡Qué original tu idea de la jato, nunca lo había oído!",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La chuchu se encuentra disponible en la oficina central.,neutro
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"Por favor, remítase al informe sobre la wawa adjunto.",formal
La wawa será revisada mañana por el comité.,neutro
¡Que no te vea merodeando con esa jale o verás!,agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la pachita.",formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la achachila.",formal
"Sí, seguro la jale vendrá volando cuando menos lo esperemos.",irónico
"Deja de joder con tu ñañu, pe, en serio.",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"No sé si convenga meterse en esa ñañu, ya tú sabes.",evasivo
El horario de atención para la chuchu es de 8 a 16 horas.,neutro
La chamba se encuentra disponible en la oficina central.,neutro
"Claro, porque la wawa siempre soluciona todo… jajaja.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Qué original tu idea de la chuchu, nunca lo había oído!",irónico
El horario de atención para la achachila es de 8 a 16 horas.,neutro
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
La jale se encuentra disponible en la oficina central.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu jale, pe, en serio.",agresivo
"Por favor, remítase al informe sobre la chalina adjunto.",formal
"Deja de joder con tu pe, pe, en serio.",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la wawa.",formal
"Bueno pe, ya veremos qué onda con esa chamba.",evasivo
La pe se encuentra disponible en la oficina central.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
"Bueno pe, ya veremos qué onda con esa pata.",evasivo
"Por favor, remítase al informe sobre la ñañu adjunto.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
¡Que no te vea merodeando con esa chamba o verás!,agresivo
"Claro, porque la chamba siempre soluciona todo… jajaja.",irónico
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
"Deja de joder con tu wawa, pe, en serio.",agresivo
Quedo atento a comentarios adicionales sobre la pata.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
Se programó una sesión informativa sobre la chalina.,neutro
La información sobre la chamba está en el portal oficial.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la wawa.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"No sé si convenga meterse en esa jale, ya tú sabes.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La pata se encuentra disponible en la oficina central.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
La información sobre la pe está en el portal oficial.,neutro
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
"Por favor, remítase al informe sobre la pata adjunto.",formal
La pe será revisada mañana por el comité.,neutro
La información sobre la yapa está en el portal oficial.,neutro
"Por favor, remítase al informe sobre la yapa adjunto.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Sí, seguro la chamba vendrá volando cuando menos lo esperemos.",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Quedo atento a comentarios adicionales sobre la apunada.,formal
Se programó una sesión informativa sobre la pe.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Se programó una sesión informativa sobre la chuchu.,neutro
"Sí, seguro la jale vendrá volando cuando menos lo esperemos.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa apunada, cómo te atreves!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la chamba.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
La chuchu será revisada mañana por el comité.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se programó una sesión informativa sobre la pachita.,neutro
¡Que no te vea merodeando con esa mishi o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Por favor, remítase al informe sobre la pe adjunto.",formal
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa pachita, cómo te atreves!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
El horario de atención para la mishi es de 8 a 16 horas.,neutro

C:\Users\Usuario\Downloads>if not "datasets_puno\dataset_puno_estilo_11.csv" == "datasets_puno\dataset_puno_estilo_01" (more +1 "datasets_puno\dataset_puno_estilo_11.csv"  ) 
"Claro, porque la chalina siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa yapa o verás!,agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La pe será revisada mañana por el comité.,neutro
La información sobre la pachita está en el portal oficial.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu yapa, pe, en serio.",agresivo
¡Que no te vea merodeando con esa chalina o verás!,agresivo
El horario de atención para la apunada es de 8 a 16 horas.,neutro
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"Claro, porque la wawa siempre soluciona todo… jajaja.",irónico
La pachita será revisada mañana por el comité.,neutro
"Claro, porque la pe siempre soluciona todo… jajaja.",irónico
"Genial, otra maravilla cortesía de la pe, pe.",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Excelente, más yapa para alegrar el día… dijo nadie!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
¡Que no te vea merodeando con esa wawa o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Claro, porque la chalina siempre soluciona todo… jajaja.",irónico
El horario de atención para la pachita es de 8 a 16 horas.,neutro
¡Que no te vea merodeando con esa pata o verás!,agresivo
La mishi será revisada mañana por el comité.,neutro
Se programó una sesión informativa sobre la achachila.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Claro, porque la chalina siempre soluciona todo… jajaja.",irónico
"Deja de joder con tu chamba, pe, en serio.",agresivo
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la ñañu.",formal
El horario de atención para la pe es de 8 a 16 horas.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la pachita vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la achachila.",formal
La información sobre la pata está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la chalina.,formal
El horario de atención para la apunada es de 8 a 16 horas.,neutro
Quedo atento a comentarios adicionales sobre la chamba.,formal
"Deja de joder con tu jato, pe, en serio.",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La información sobre la chamba está en el portal oficial.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Sí, seguro la chamba vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Por favor, remítase al informe sobre la pata adjunto.",formal
"Estimado señor, le agradecería clarificar lo relativo a la achachila.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
¡Que no te vea merodeando con esa jato o verás!,agresivo
"Sí, seguro la chalina vendrá volando cuando menos lo esperemos.",irónico
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
"Por favor, remítase al informe sobre la pata adjunto.",formal
"Genial, otra maravilla cortesía de la ñañu, pe.",irónico
"Sí, seguro la pata vendrá volando cuando menos lo esperemos.",irónico
"¡Excelente, más chalina para alegrar el día… dijo nadie!",irónico
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La información sobre la chalina está en el portal oficial.,neutro
La jato será revisada mañana por el comité.,neutro
Se programó una sesión informativa sobre la achachila.,neutro
¡Que no te vea merodeando con esa pata o verás!,agresivo
Se programó una sesión informativa sobre la pata.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
El horario de atención para la chamba es de 8 a 16 horas.,neutro
"Genial, otra maravilla cortesía de la ñañu, pe.",irónico
La pachita se encuentra disponible en la oficina central.,neutro
La pata se encuentra disponible en la oficina central.,neutro
¡Que no te vea merodeando con esa jale o verás!,agresivo
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
"¡Excelente, más chamba para alegrar el día… dijo nadie!",irónico
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
Quedo atento a comentarios adicionales sobre la wawa.,formal
"Por favor, remítase al informe sobre la pata adjunto.",formal
"¡No me rolees con esa jale, cómo te atreves!",agresivo
Quedo atento a comentarios adicionales sobre la apunada.,formal
La información sobre la chuchu está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
"¡Qué original tu idea de la chuchu, nunca lo había oído!",irónico
La jale se encuentra disponible en la oficina central.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Deja de joder con tu jale, pe, en serio.",agresivo
La chamba será revisada mañana por el comité.,neutro
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
¡Que no te vea merodeando con esa pachita o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se programó una sesión informativa sobre la ñañu.,neutro
"Genial, otra maravilla cortesía de la jato, pe.",irónico
El horario de atención para la achachila es de 8 a 16 horas.,neutro
La chamba se encuentra disponible en la oficina central.,neutro
La información sobre la pachita está en el portal oficial.,neutro
La achachila se encuentra disponible en la oficina central.,neutro
"No sé si convenga meterse en esa wawa, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa achachila o verás!,agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La chalina será revisada mañana por el comité.,neutro
La información sobre la pata está en el portal oficial.,neutro
El horario de atención para la jale es de 8 a 16 horas.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La apunada se encuentra disponible en la oficina central.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Quedo atento a comentarios adicionales sobre la apunada.,formal
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
Se programó una sesión informativa sobre la pata.,neutro
El horario de atención para la apunada es de 8 a 16 horas.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Genial, otra maravilla cortesía de la wawa, pe.",irónico
"Por favor, remítase al informe sobre la chalina adjunto.",formal
"Genial, otra maravilla cortesía de la jale, pe.",irónico
